JDTDB,Calendar_Date,X,Y,Z,VX,VY,VZ
2460936.25,A.D. 2025-Sep-17 18:00:00.0000,-137637315.1615102,760896997.0885261,-75701.4728654623,-13.00897794871215,-1.704790056583221,0.2982297940739181
2460936.5,A.D. 2025-Sep-18 00:00:00.0000,-137918306.0294972,760860127.2324034,-69259.62305182219,-13.00871372755345,-1.709183180543321,0.2982339137555131
2460936.75,A.D. 2025-Sep-18 06:00:00.0000,-138199290.5332177,760823156.4616493,-62817.8975455761,-13.00830757544677,-1.714104996920225,0.2982204693088669
2460937.0,A.D. 2025-Sep-18 12:00:00.0000,-138480261.3260943,760786076.591447,-56376.4990221858,-13.00741833729978,-1.719203055763659,0.2982069528253454
2460937.25,A.D. 2025-Sep-18 18:00:00.0000,-138761208.0198757,760748889.1690539,-49935.23661029339,-13.00612785252349,-1.723994546874309,0.2982096377720855
2460937.5,A.D. 2025-Sep-19 00:00:00.0000,-139042126.3365394,760711603.9003386,-43493.70960015059,-13.00487689684982,-1.728264404500178,0.2982302262884785
2460937.75,A.D. 2025-Sep-19 06:00:00.0000,-139323022.22193,760674230.3444064,-37051.66153353453,-13.00410234955692,-1.73223847478005,0.2982547219713233
2460938.0,A.D. 2025-Sep-19 12:00:00.0000,-139603907.795569,760636769.7877613,-30609.21397227049,-13.00390130404829,-1.736405146411194,0.2982644940263654
2460938.25,A.D. 2025-Sep-19 18:00:00.0000,-139884792.6585126,760599213.2772429,-24166.81560844183,-13.00395643862859,-1.741164584163106,0.2982498224890706
2460938.5,A.D. 2025-Sep-20 00:00:00.0000,-140165676.715871,760561546.9082375,-17724.95417815447,-13.00373924013951,-1.746543145922573,0.2982172214634669
2460938.75,A.D. 2025-Sep-20 06:00:00.0000,-140446549.3895721,760523760.9657462,-11283.82090973854,-13.00287101021807,-1.752144557285514,0.2981860937834357
2460939.0,A.D. 2025-Sep-20 12:00:00.0000,-140727396.3984746,760485856.7148892,-4843.165439724922,-13.00141409138812,-1.757414903846235,0.2981751809041716
2460939.25,A.D. 2025-Sep-20 18:00:00.0000,-141008209.5632282,760447845.3080267,1597.525566458702,-12.99983152860539,-1.762054295926713,0.2981884502827268
2460939.5,A.D. 2025-Sep-21 00:00:00.0000,-141288991.954989,760409739.4216473,8038.656467616558,-12.99863088683978,-1.766225324558685,0.2982127187458111
2460939.75,A.D. 2025-Sep-21 06:00:00.0000,-141569754.6527912,760371544.32764,14480.24980521202,-12.99800321320915,-1.770401423656111,0.2982281970730268
2460940.0,A.D. 2025-Sep-21 12:00:00.0000,-141850508.2102868,760333254.7975845,20921.95725136995,-12.99771585092193,-1.77502122850678,0.298222393181084
2460940.25,A.D. 2025-Sep-21 18:00:00.0000,-142131254.9179018,760294859.3851507,27363.32374757528,-12.99728482940746,-1.780184806127024,0.2981985574225686
2460940.5,A.D. 2025-Sep-22 00:00:00.0000,-142411987.0081699,760256349.1437719,33804.12660861015,-12.99632606748081,-1.7855732974201,0.2981736114294078
2460940.75,A.D. 2025-Sep-22 06:00:00.0000,-142692692.4367065,760217724.6969849,40244.54887807369,-12.99485891992897,-1.790681225870053,0.2981655467953095
2460941.0,A.D. 2025-Sep-22 12:00:00.0000,-142973364.2321898,760178995.9342229,46685.0382347703,-12.9932992304388,-1.795219432000314,0.2981790928115263
2460941.25,A.D. 2025-Sep-22 18:00:00.0000,-143254005.8085852,760140174.3106534,53125.95761072636,-12.99212365532253,-1.799339256897015,0.2982023819122911
2460941.5,A.D. 2025-Sep-23 00:00:00.0000,-143534628.123641,760101264.1581182,59567.31428682804,-12.99150914768783,-1.803502369972574,0.2982166408588657
2460941.75,A.D. 2025-Sep-23 06:00:00.0000,-143815241.3533091,760062259.4974889,66008.76194506884,-12.99121161915443,-1.80814098316721,0.2982099954727218
2460942.0,A.D. 2025-Sep-23 12:00:00.0000,-144095847.1179388,760023148.2501673,72449.85858470201,-12.99072996018053,-1.813349504798496,0.2981861604638011
2460942.25,A.D. 2025-Sep-23 18:00:00.0000,-144376436.5027533,759983921.0761567,78890.40789753199,-12.98965447784351,-1.818789289946127,0.2981629251502835
2460942.5,A.D. 2025-Sep-24 00:00:00.0000,-144656995.8260353,759944578.9034445,85330.64476341009,-12.98798861152378,-1.823909934879616,0.2981597302333827
2460942.75,A.D. 2025-Sep-24 06:00:00.0000,-144937516.4560675,759905133.1104567,91771.10168391466,-12.98616605769491,-1.828360856631962,0.298182746584985
2460943.0,A.D. 2025-Sep-24 12:00:00.0000,-145218001.0262609,759865597.8646543,98212.24652373791,-12.98472571462362,-1.832248090149654,0.2982203305110105
2460943.25,A.D. 2025-Sep-24 18:00:00.0000,-145498461.3621728,759825980.7415024,104654.1766253114,-12.98393025830947,-1.836032097179526,0.2982520910679169
2460943.5,A.D. 2025-Sep-25 00:00:00.0000,-145778910.3330349,759786278.4606035,111096.5823534131,-12.98361276737844,-1.840196530685113,0.2982629377113702
2460943.75,A.D. 2025-Sep-25 06:00:00.0000,-146059353.5235029,759746480.089152,117538.9808533788,-12.98330896997587,-1.844923471264057,0.29825284453071
