JDTDB,Calendar_Date,X,Y,Z,VX,VY,VZ
2460903.0,A.D. 2025-Aug-15 12:00:00.0000,1426595443.198583,-77570136.43008497,-55451551.5529546,-0.008834559676536418,9.624716645493859,-0.1671020445739355
2460903.25,A.D. 2025-Aug-15 18:00:00.0000,1426595237.356366,-77362240.45709589,-55455161.03622334,-0.01022771967674332,9.624911993714878,-0.1671098868085235
2460903.5,A.D. 2025-Aug-16 00:00:00.0000,1426595001.225831,-77154340.17480607,-55458770.716867,-0.01163980898130212,9.62511529866369,-0.1671200636996102
2460903.75,A.D. 2025-Aug-16 06:00:00.0000,1426594734.335541,-76946435.44646366,-55462380.62191544,-0.01307693058988659,9.625322450066395,-0.1671299606372099
2460904.0,A.D. 2025-Aug-16 12:00:00.0000,1426594436.100819,-76738526.29129288,-55465990.68984618,-0.01454168616913027,9.625523176067638,-0.1671341515636371
2460904.25,A.D. 2025-Aug-16 18:00:00.0000,1426594105.987913,-76530612.9673645,-55469600.74164844,-0.01602661095705191,9.625707277309429,-0.1671280274151541
2460904.5,A.D. 2025-Aug-17 00:00:00.0000,1426593743.69692,-76322695.87077197,-55473210.54626757,-0.01751934787600799,9.62587303633222,-0.1671116841572626
2460904.75,A.D. 2025-Aug-17 06:00:00.0000,1426593349.145966,-76114775.34808005,-55476819.91572237,-0.01901309452173394,9.62602544538619,-0.1670882738140365
2460905.0,A.D. 2025-Aug-17 12:00:00.0000,1426592922.334048,-75906851.62965396,-55480428.72971758,-0.02050659065753846,9.62616974336775,-0.1670606657188176
2460905.25,A.D. 2025-Aug-17 18:00:00.0000,1426592463.247523,-75698924.84374781,-55484036.92034303,-0.02200210854940973,9.626310018047075,-0.1670307768362935
2460905.5,A.D. 2025-Aug-18 00:00:00.0000,1426591971.788191,-75490995.05243826,-55487644.44611551,-0.02350530472482073,9.62644783607237,-0.1669989073589702
2460905.75,A.D. 2025-Aug-18 06:00:00.0000,1426591447.720591,-75283062.35300212,-55491251.23620708,-0.02502167549445873,9.626577774206533,-0.1669618744855774
2460906.0,A.D. 2025-Aug-18 12:00:00.0000,1426590890.785018,-75075127.0136852,-55494857.13196221,-0.02654703894472849,9.62669117990497,-0.1669156857210656
2460906.25,A.D. 2025-Aug-18 18:00:00.0000,1426590300.90626,-74867189.4239806,-55498461.92943689,-0.02807018512478889,9.626786932569367,-0.1668607327006795
2460906.5,A.D. 2025-Aug-19 00:00:00.0000,1426589678.20745,-74659249.88713461,-55502065.4852924,-0.02958618925389932,9.626872937931475,-0.1668014457529079
2460906.75,A.D. 2025-Aug-19 06:00:00.0000,1426589022.7984,-74451308.54397747,-55505667.73755784,-0.03109999010363359,9.626954385315953,-0.1667400350932806
2460907.0,A.D. 2025-Aug-19 12:00:00.0000,1426588334.668493,-74243365.50167885,-55509268.63040702,-0.03261626468964463,9.62702964764928,-0.1666752156711535
2460907.25,A.D. 2025-Aug-19 18:00:00.0000,1426587613.760043,-74035420.93252832,-55512868.06952585,-0.03413472304365206,9.627095388223243,-0.1666052697201073
2460907.5,A.D. 2025-Aug-20 00:00:00.0000,1426586860.043862,-73827475.0620388,-55516465.93645951,-0.03565376802954064,9.6271497876238,-0.1665295177296544
2460907.75,A.D. 2025-Aug-20 06:00:00.0000,1426586073.534976,-73619528.1613503,-55520062.09717931,-0.03717022485897193,9.62719046227597,-0.1664472317437942
2460908.0,A.D. 2025-Aug-20 12:00:00.0000,1426585254.353734,-73411580.53127399,-55523656.41527925,-0.03867788099241432,9.62721784084036,-0.1663592641253384
2460908.25,A.D. 2025-Aug-20 18:00:00.0000,1426584402.746163,-73203632.40334237,-55527248.8007274,-0.04017260713600537,9.627237931228223,-0.1662689692442285
2460908.5,A.D. 2025-Aug-21 00:00:00.0000,1426583518.962031,-72995683.85654809,-55530839.2397356,-0.04165833953088133,9.62725721147607,-0.1661792285508015
2460908.75,A.D. 2025-Aug-21 06:00:00.0000,1426582603.126415,-72787734.89283949,-55534427.74558692,-0.04314109785584484,9.627276279573259,-0.1660897667960155
2460909.0,A.D. 2025-Aug-21 12:00:00.0000,1426581655.265843,-72579785.5355807,-55538014.31073253,-0.04462396470476671,9.627293422503168,-0.1659993747224382
2460909.25,A.D. 2025-Aug-21 18:00:00.0000,1426580675.347097,-72371835.83949599,-55541598.90513377,-0.04611029952204337,9.62730724181634,-0.1659070082812666
2460909.5,A.D. 2025-Aug-22 00:00:00.0000,1426579663.242133,-72163885.93117747,-55545181.45398216,-0.04760440502077931,9.627311353946487,-0.1658090844648124
2460909.75,A.D. 2025-Aug-22 06:00:00.0000,1426578618.812813,-71955936.13936953,-55548761.7795377,-0.04910143882293731,9.627294808110472,-0.1657004687605781
2460910.0,A.D. 2025-Aug-22 12:00:00.0000,1426577542.148371,-71747986.98213921,-55552339.62721799,-0.05058623126444352,9.62725284435972,-0.1655800256207391
2460910.25,A.D. 2025-Aug-22 18:00:00.0000,1426576433.677857,-71540038.94657564,-55555914.78752671,-0.05204504993217902,9.627192926127421,-0.1654527841404678
2460910.5,A.D. 2025-Aug-23 00:00:00.0000,1426575294.011434,-71332092.29099774,-55559487.18531906,-0.05347503299820811,9.627126878794053,-0.1653251574077688
2460910.75,A.D. 2025-Aug-23 06:00:00.0000,1426574123.733912,-71124147.04462995,-55563056.86261284,-0.05488044097252169,9.627063564028441,-0.1652013703253985
2460911.0,A.D. 2025-Aug-23 12:00:00.0000,1426572923.303733,-70916203.0902064,-55566623.925602,-0.05626823377477877,9.627007761284279,-0.1650832324717948
2460911.25,A.D. 2025-Aug-23 18:00:00.0000,1426571693.012421,-70708260.25232038,-55570188.49523978,-0.05764666779484477,9.626959595720178,-0.1649701048469217
2460911.5,A.D. 2025-Aug-24 00:00:00.0000,1426570433.007686,-70500318.42559823,-55573750.64557791,-0.05901918331251995,9.626912930843275,-0.1648586480706684
2460911.75,A.D. 2025-Aug-24 06:00:00.0000,1426569143.467119,-70292377.63566947,-55577310.38797656,-0.06038006073174633,9.626863551663702,-0.1647472436130641
2460912.0,A.D. 2025-Aug-24 12:00:00.0000,1426567824.722204,-70084437.90893689,-55580867.74642102,-0.06172285636411066,9.62681586874693,-0.1646386404079796
2460912.25,A.D. 2025-Aug-24 18:00:00.0000,1426566477.150475,-69876499.12222193,-55584422.82367189,-0.06305039159805162,9.626777312054745,-0.1645363186545583
